string,doc_id,word_loc,string_length,number_words,before_'s,contains_'s,before_after_said,position_or_title_before,post_name_after,two_capitals,capital_before,capital_after,contains_first_name,first_name_before,first_name_after,contains_last_name,last_name_before,last_name_after,common_proper_noun,contains_nba_teamcity,contains_nba_person,contains_partial_nba_person,partial_nba_person_before,partial_nba_person_after,label
Memphis,177.,547,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Rockets,177.,552,7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Minnesota,177.,562,9,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
Towns,177.,564,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
Minnesota,177.,570,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Minnesota,177.,571,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Western,177.,580,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
Western Conference,177.,580,18,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Conference,177.,581,10,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Tuesday,177.,586,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Chinese,177.,593,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Chinese,177.,600,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Chinese New,177.,600,11,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Chinese New Year,177.,600,16,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
New,177.,601,3,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
New Year,177.,601,8,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Year,177.,602,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,177.,606,6,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
Friday On,177.,606,9,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
Friday On Thursday,177.,606,18,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0
Friday On Thursday Minnesota,177.,606,28,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
On,177.,607,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
On Thursday,177.,607,11,2,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0
On Thursday Minnesota,177.,607,21,3,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0
Thursday,177.,608,8,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
Thursday Minnesota,177.,608,18,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0
Minnesota,177.,609,9,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
Flip,177.,612,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
Flip Saunders,177.,612,13,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Flip Saunders Night,177.,612,19,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Saunders,177.,613,8,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
Saunders Night,177.,613,14,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Night,177.,614,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
October,177.,630,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
A,177.,632,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saunders,177.,635,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Lakers,177.,644,6,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
Lakers Check,177.,644,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Check,177.,645,5,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Houston,177.,652,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Houston Rockets,177.,652,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Rockets,177.,653,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
Minnesota,177.,656,9,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
Minnesota Timberwolves,177.,656,22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Timberwolves,177.,657,12,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
CHICAGO,185.,0,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Toronto,185.,3,7,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
Toronto Raptors,185.,3,15,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
Raptors,185.,4,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
Eastern,185.,34,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Eastern Conference,185.,34,18,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
Eastern Conference Kyle,185.,34,23,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
Eastern Conference Kyle Lowry,185.,34,29,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
Conference,185.,35,10,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
Conference Kyle,185.,35,15,2,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
Conference Kyle Lowry,185.,35,21,3,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0
Kyle,185.,36,4,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0
Kyle Lowry,185.,36,10,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1
Lowry,185.,37,5,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0
Serge,185.,44,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Serge Ibaka,185.,44,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Ibaka,185.,45,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Raptors,185.,52,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Chicago,185.,65,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Chicago Bulls,185.,65,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,185.,66,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Wednesday,185.,68,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
We,185.,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwane,185.,78,5,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Dwane Casey,185.,78,11,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Casey,185.,79,5,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
We,185.,81,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
It,185.,85,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It,185.,86,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We,185.,102,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
We,185.,106,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Lowry,185.,111,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Ibaka,185.,118,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jonas,185.,123,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0
Jonas Valanciunas,185.,123,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
Valanciunas,185.,124,11,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Raptors,185.,134,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chicago,185.,140,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
DeMar,185.,151,5,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
DeMar DeRozan,185.,151,13,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1
DeRozan,185.,152,7,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
Toronto,185.,154,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
Bulls,185.,173,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DeRozan,185.,187,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
As,185.,212,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
We,185.,231,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
It,185.,238,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby,185.,243,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Bobby Portis,185.,243,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
Portis,185.,244,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Chicago,185.,249,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Lauri,185.,251,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
Lauri Markkanen,185.,251,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Markkanen,185.,252,9,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0
Bulls,185.,256,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eastern,185.,262,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Eastern Conference,185.,262,18,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Conference,185.,263,10,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Kris,185.,271,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Kris Dunn,185.,271,9,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Dunn,185.,272,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Poor,185.,296,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fred,185.,299,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Fred Hoiberg,185.,299,12,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Hoiberg,185.,300,7,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
We,185.,336,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raptors,185.,341,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,185.,353,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DeRozan,185.,360,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
David,185.,371,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0
David Nwaba,185.,371,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Nwaba,185.,372,5,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
Justin,185.,374,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Justin Holiday,185.,374,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Holiday,185.,375,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Raptors,185.,386,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lowry,185.,394,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Markkanen,185.,405,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
It,185.,419,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeRozan,185.,452,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Los,185.,461,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
Los Angeles,185.,461,11,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
Los Angeles Dunn,185.,461,16,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Angeles,185.,462,7,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
Angeles Dunn,185.,462,12,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Dunn,185.,463,4,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1
C-plus,185.,469,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jan,185.,480,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Rising,185.,507,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
Rising Stars,185.,507,12,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Stars,185.,508,5,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0
Minnesota,185.,521,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
It,185.,524,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From,185.,529,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cali,185.,558,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Acquired,185.,573,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Zach,185.,575,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Zach LaVine,185.,575,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
LaVine,185.,576,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Markkanen,185.,578,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Jimmy,185.,584,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Jimmy Butler,185.,584,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Butler,185.,585,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Timberwolves,185.,588,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
Timberwolves Dunn,185.,588,17,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Dunn,185.,589,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
Raptors,185.,599,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chicago,185.,601,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,185.,617,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bulls ,185.,617,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Bulls  Lowry,185.,617,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
Lowry,185.,618,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Lowry,185.,619,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Ibaka,185.,623,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Ibaka,185.,624,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Markkanen,185.,634,9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Bulls,185.,646,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,185.,664,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,185.,665,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Check,185.,670,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Toronto,185.,677,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
Toronto Raptors,185.,677,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Raptors,185.,678,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Chicago,185.,681,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Chicago Bulls,185.,681,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,185.,682,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bucks,187.,1,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Giannis,187.,4,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Giannis Antetokounmpo,187.,4,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
Antetokounmpo,187.,5,13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Jarrett,187.,8,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Jarrett Allen,187.,8,15,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Allen,187.,9,7,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
NEW,187.,24,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
NEW YORK,187.,24,8,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
YORK,187.,25,4,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Giannis,187.,27,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Giannis Antetokounmpo,187.,27,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Antetokounmpo,187.,28,13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Eric,187.,43,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Eric Bledsoe,187.,43,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Bledsoe,187.,44,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Bucks,187.,47,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Bledsoe,187.,53,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
John,187.,57,4,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
John Henson,187.,57,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Henson,187.,58,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Milwaukee,187.,69,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Brooklyn,187.,77,8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
Brooklyn Nets,187.,77,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Nets,187.,78,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Sunday,187.,86,6,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0
Sunday Antetokounmpo,187.,86,20,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0
Antetokounmpo,187.,87,13,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
Nets,187.,102,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Bucks,187.,115,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Giannis,187.,136,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Bledsoe,187.,162,7,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
We,187.,164,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antetokounmpo,187.,173,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Antetokounmpo ,187.,173,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nets,187.,181,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Well,187.,225,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
We,187.,228,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Joe,187.,244,3,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0
Joe Prunty,187.,244,10,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
Prunty,187.,245,6,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Antetokounmpo,187.,285,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Khris,187.,287,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
Khris Middleton,187.,287,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Middleton,187.,288,9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Bucks,187.,295,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Jason,187.,302,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
Jason Kidd,187.,302,10,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Kidd,187.,303,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
DeMarre,187.,314,7,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
DeMarre Carroll,187.,314,15,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Carroll,187.,315,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Caris,187.,317,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Caris LeVert,187.,317,12,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
LeVert,187.,318,6,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Nets,187.,324,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bucks,187.,335,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Nets,187.,348,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Somehow,187.,370,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
We,187.,375,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nets,187.,378,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Kenny,187.,380,5,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Kenny Atkinson,187.,380,14,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Atkinson,187.,381,8,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
A,187.,392,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Milwaukee,187.,404,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Bucks,187.,411,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Antetokounmpo,187.,427,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bucks,187.,435,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
They,187.,444,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Antetokounmpo,187.,452,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jarrett,187.,454,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
